scenario,ev_background_load_mbps,seed,traffic_class,qfi,five_qi,rule_precedence,latency_deadline_ms,pdr_target,tx_packets,rx_packets,lost_packets,tx_bytes,rx_bytes,pdr,mean_delay_ms,delay_p95_ms,deadline_violation_rate,deadline_penalized_mean_ms,throughput_mbps
baseline,10.0,1,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,215,215,0,81270,81270,1,5.13453,8.75,0,5.13453,0.0325006
baseline,10.0,1,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,5.31165,8.25,0,5.31165,0.0932676
baseline,10.0,1,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,62500,62500,0,76750000,76750000,1,5.37725,8.75,0,5.37725,10.2323
baseline,10.0,1,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2982,2982,0,3232488,3232488,1,5.63723,8.75,0.00871898,5.63723,0.861995
baseline,10.0,1,TOTAL,-1,AGGREGATE,0,0,0,3797,3797,0,4012158,4012158,1,5.55732,8.67099,0.00684751,5.55732,0.987763
baseline,10.0,2,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,189,189,0,71442,71442,1,5.52927,9.25,0,5.52927,0.028644
baseline,10.0,2,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,5.14427,8.25,0,5.14427,0.0932722
baseline,10.0,2,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,62500,62500,0,76750000,76750000,1,5.42106,8.75,0,5.42106,10.2326
baseline,10.0,2,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2981,2981,0,3231404,3231404,1,5.62055,8.75,0.0110701,5.62055,0.861562
baseline,10.0,2,TOTAL,-1,AGGREGATE,0,0,0,3770,3770,0,4001246,4001246,1,5.54018,8.69549,0.00875332,5.54018,0.983478
baseline,10.0,3,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,210,210,0,79380,79380,1,5.29583,8.75,0,5.29583,0.0318986
baseline,10.0,3,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,5.04848,8.25,0,5.04848,0.0932629
baseline,10.0,3,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,62500,62500,0,76750000,76750000,1,5.41455,8.75,0,5.41455,10.2321
baseline,10.0,3,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2998,2998,0,3249832,3249832,1,5.57771,8.75,0.0110073,5.57771,0.866591
baseline,10.0,3,TOTAL,-1,AGGREGATE,0,0,0,3808,3808,0,4027612,4027612,1,5.47878,8.67122,0.00866597,5.47878,0.991753
baseline,10.0,4,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,209,209,0,79002,79002,1,5.21041,8.75,0,5.21041,0.03173
baseline,10.0,4,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,5.06601,8.25,0,5.06601,0.093266
baseline,10.0,4,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,62500,62500,0,76750000,76750000,1,5.43447,8.75,0,5.43447,10.2326
baseline,10.0,4,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3012,3012,0,3265008,3265008,1,5.62102,8.75,0.0142762,5.62102,0.870754
baseline,10.0,4,TOTAL,-1,AGGREGATE,0,0,0,3821,3821,0,4042410,4042410,1,5.51141,8.67149,0.0112536,5.51141,0.99575
baseline,10.0,5,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,196,196,0,74088,74088,1,5.38773,8.75,0,5.38773,0.0296744
baseline,10.0,5,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,4.94675,8.25,0,4.94675,0.0932676
baseline,10.0,5,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,62500,62500,0,76750000,76750000,1,5.45292,8.75,0,5.45292,10.2321
baseline,10.0,5,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2987,2987,0,3237908,3237908,1,5.64517,9.25,0.0113827,5.64517,0.863354
baseline,10.0,5,TOTAL,-1,AGGREGATE,0,0,0,3783,3783,0,4010396,4010396,1,5.52106,9.06549,0.00898758,5.52106,0.986296
baseline,10.0,6,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,197,197,0,74466,74466,1,5.23435,8.25,0,5.23435,0.0298169
baseline,10.0,6,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,5.23254,8.25,0,5.23254,0.093266
baseline,10.0,6,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,62500,62500,0,76750000,76750000,1,5.44799,8.75,0,5.44799,10.2325
baseline,10.0,6,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2994,2994,0,3245496,3245496,1,5.67173,8.75,0.00835003,5.67173,0.865291
baseline,10.0,6,TOTAL,-1,AGGREGATE,0,0,0,3791,3791,0,4018362,4018362,1,5.57949,8.64488,0.00659457,5.57949,0.988373
baseline,10.0,7,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,208,208,0,78624,78624,1,5.19435,8.75,0,5.19435,0.0314699
baseline,10.0,7,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,5.11182,8.25,0,5.11182,0.093266
baseline,10.0,7,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,62500,62500,0,76750000,76750000,1,5.43727,8.75,0,5.43727,10.2323
baseline,10.0,7,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2984,2984,0,3234656,3234656,1,5.65894,8.75,0.00770777,5.65894,0.862587
baseline,10.0,7,TOTAL,-1,AGGREGATE,0,0,0,3792,3792,0,4011680,4011680,1,5.54689,8.67089,0.0060654,5.54689,0.987323
baseline,10.0,8,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,200,200,0,75600,75600,1,5.18372,8.25,0,5.18372,0.0302482
baseline,10.0,8,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,5.11105,8.25,0,5.11105,0.0932683
baseline,10.0,8,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,62500,62500,0,76750000,76750000,1,5.43514,8.75,0,5.43514,10.2323
baseline,10.0,8,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2990,2990,0,3241160,3241160,1,5.63797,9.25,0.0130435,5.63797,0.864135
baseline,10.0,8,TOTAL,-1,AGGREGATE,0,0,0,3790,3790,0,4015160,4015160,1,5.53058,9.03892,0.0102902,5.53058,0.987651
baseline,10.0,9,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,209,209,0,79002,79002,1,5.3228,8.75,0,5.3228,0.0317579
baseline,10.0,9,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,5.09676,8.25,0,5.09676,0.0932722
baseline,10.0,9,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,62500,62500,0,76750000,76750000,1,5.34872,8.75,0,5.34872,10.2321
baseline,10.0,9,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2998,2998,0,3249832,3249832,1,5.59023,8.75,0.00933956,5.59023,0.866591
baseline,10.0,9,TOTAL,-1,AGGREGATE,0,0,0,3807,3807,0,4027234,4027234,1,5.49778,8.6712,0.00735487,5.49778,0.991621
baseline,10.0,10,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,214,214,0,80892,80892,1,5.62926,9.25,0,5.62926,0.0324427
baseline,10.0,10,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,5.04257,8.25,0,5.04257,0.0932683
baseline,10.0,10,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,62500,62500,0,76750000,76750000,1,5.44331,8.75,0,5.44331,10.2326
baseline,10.0,10,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3005,3005,0,3257420,3257420,1,5.7104,9.25,0.0109817,5.7104,0.868701
baseline,10.0,10,TOTAL,-1,AGGREGATE,0,0,0,3819,3819,0,4036712,4036712,1,5.60093,9.09289,0.00864101,5.60093,0.994412
baseline,10.0,11,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,191,191,0,72198,72198,1,5.39533,8.75,0,5.39533,0.0289667
baseline,10.0,11,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,5.15767,8.25,0,5.15767,0.0932629
baseline,10.0,11,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,62500,62500,0,76750000,76750000,1,5.44013,8.75,0,5.44013,10.233
baseline,10.0,11,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2989,2989,0,3240076,3240076,1,5.63445,8.75,0.00869856,5.63445,0.863846
baseline,10.0,11,TOTAL,-1,AGGREGATE,0,0,0,3780,3780,0,4010674,4010674,1,5.54669,8.67063,0.00687831,5.54669,0.986075
baseline,10.0,12,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,215,215,0,81270,81270,1,5.43954,8.75,0,5.43954,0.0327239
baseline,10.0,12,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,5.33009,8.25,0,5.33009,0.0932683
baseline,10.0,12,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,62500,62500,0,76750000,76750000,1,5.44051,8.75,0,5.44051,10.2327
baseline,10.0,12,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2987,2987,0,3237908,3237908,1,5.68685,9.25,0.0160696,5.68685,0.863268
baseline,10.0,12,TOTAL,-1,AGGREGATE,0,0,0,3802,3802,0,4017578,4017578,1,5.61656,9.06391,0.0126249,5.61656,0.98926
baseline,10.0,13,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,214,214,0,80892,80892,1,5.23592,8.75,0,5.23592,0.0325692
baseline,10.0,13,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,5.03009,8.25,0,5.03009,0.0932629
baseline,10.0,13,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,62500,62500,0,76750000,76750000,1,5.43055,8.75,0,5.43055,10.2321
baseline,10.0,13,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3013,3013,0,3266092,3266092,1,5.68277,9.25,0.0106206,5.68277,0.870999
baseline,10.0,13,TOTAL,-1,AGGREGATE,0,0,0,3827,3827,0,4045384,4045384,1,5.55545,9.06526,0.00836164,5.55545,0.996832
baseline,10.0,14,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,207,192,15,78246,72576,0.927536,136.376,190.25,0.985507,130.117,0.0290033
baseline,10.0,14,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,566,34,698400,658824,0.943333,129.214,150.25,0.0533333,138.892,0.087794
baseline,10.0,14,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,62500,57725,4775,76750000,70886300,0.9236,135.202,189.75,0,124.872,9.43051
baseline,10.0,14,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3002,2764,238,3254168,2996176,0.92072,134.879,189.75,0.997335,124.979,0.795833
baseline,10.0,14,TOTAL,-1,AGGREGATE,0,0,0,3809,3522,287,4030814,3727576,0.924652,134.05,183.429,0.847992,127.449,0.912631
baseline,10.0,15,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,194,194,0,73332,73332,1,5.50493,9.25,0,5.50493,0.0293312
baseline,10.0,15,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,5.14177,8.25,0,5.14177,0.0932722
baseline,10.0,15,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,62500,62500,0,76750000,76750000,1,5.43237,8.75,0,5.43237,10.2321
baseline,10.0,15,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2987,2987,0,3237908,3237908,1,5.67301,9.25,0.0120522,5.67301,0.863411
baseline,10.0,15,TOTAL,-1,AGGREGATE,0,0,0,3781,3781,0,4009640,4009640,1,5.58009,9.09131,0.00952129,5.58009,0.986015
baseline,10.0,16,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,205,205,0,77490,77490,1,5.24019,8.75,0,5.24019,0.0312152
baseline,10.0,16,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,5.17174,8.25,0,5.17174,0.0932676
baseline,10.0,16,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,62500,62500,0,76750000,76750000,1,5.4249,8.75,0,5.4249,10.2325
baseline,10.0,16,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3008,3008,0,3260672,3260672,1,5.62211,9.25,0.0132979,5.62211,0.869511
baseline,10.0,16,TOTAL,-1,AGGREGATE,0,0,0,3813,3813,0,4036562,4036562,1,5.53071,9.06576,0.0104904,5.53071,0.993993
baseline,10.0,17,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,206,206,0,77868,77868,1,5.29887,8.75,0,5.29887,0.0313335
baseline,10.0,17,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,5.14332,8.25,0,5.14332,0.0932683
baseline,10.0,17,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,62500,62500,0,76750000,76750000,1,5.42981,8.75,0,5.42981,10.2326
baseline,10.0,17,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3003,3003,0,3255252,3255252,1,5.66896,9.25,0.010989,5.66896,0.868109
baseline,10.0,17,TOTAL,-1,AGGREGATE,0,0,0,3809,3809,0,4031520,4031520,1,5.56614,9.06544,0.00866369,5.56614,0.992711
baseline,10.0,18,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,213,213,0,80514,80514,1,5.18336,8.75,0,5.18336,0.0322426
baseline,10.0,18,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,4.96432,8.25,0,4.96432,0.0932683
baseline,10.0,18,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,62500,62500,0,76750000,76750000,1,5.44552,8.75,0,5.44552,10.2323
baseline,10.0,18,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3016,3016,0,3269344,3269344,1,5.68248,9.25,0.0132626,5.68248,0.871823
baseline,10.0,18,TOTAL,-1,AGGREGATE,0,0,0,3829,3829,0,4048258,4048258,1,5.54218,9.06549,0.0104466,5.54218,0.997334
baseline,10.0,19,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,207,207,0,78246,78246,1,5.44021,8.75,0,5.44021,0.0314714
baseline,10.0,19,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,5.06265,8.25,0,5.06265,0.093266
baseline,10.0,19,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,62500,62500,0,76750000,76750000,1,5.43075,8.75,0,5.43075,10.2327
baseline,10.0,19,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3002,3002,0,3254168,3254168,1,5.65669,9.25,0.0123251,5.65669,0.867689
baseline,10.0,19,TOTAL,-1,AGGREGATE,0,0,0,3809,3809,0,4030814,4030814,1,5.55135,9.06531,0.00971384,5.55135,0.992427
baseline,10.0,20,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,208,208,0,78624,78624,1,5.11781,8.75,0,5.11781,0.0315631
baseline,10.0,20,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,5.05927,8.25,0,5.05927,0.0932683
baseline,10.0,20,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,62500,62500,0,76750000,76750000,1,5.42663,8.75,0,5.42663,10.2321
baseline,10.0,20,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2999,2999,0,3250916,3250916,1,5.62315,8.75,0.012004,5.62315,0.86701
baseline,10.0,20,TOTAL,-1,AGGREGATE,0,0,0,3807,3807,0,4027940,4027940,1,5.50667,8.6712,0.00945626,5.50667,0.991842
baseline,10.0,21,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,201,201,0,75978,75978,1,5.20135,8.75,0,5.20135,0.0304581
baseline,10.0,21,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,5.22597,8.25,0,5.22597,0.0932722
baseline,10.0,21,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,62500,62500,0,76750000,76750000,1,5.437,8.75,0,5.437,10.2321
baseline,10.0,21,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3018,3018,0,3271512,3271512,1,5.70342,9.25,0.0122598,5.70342,0.872401
baseline,10.0,21,TOTAL,-1,AGGREGATE,0,0,0,3819,3819,0,4045890,4045890,1,5.60198,9.06658,0.0096884,5.60198,0.996132
baseline,10.0,22,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,203,203,0,76734,76734,1,5.3662,8.75,0,5.3662,0.0307727
baseline,10.0,22,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,5.12258,8.25,0,5.12258,0.0932629
baseline,10.0,22,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,62500,62500,0,76750000,76750000,1,5.45019,8.75,0,5.45019,10.2325
baseline,10.0,22,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2978,2978,0,3228152,3228152,1,5.72812,9.25,0.0144392,5.72812,0.86081
baseline,10.0,22,TOTAL,-1,AGGREGATE,0,0,0,3781,3781,0,4003286,4003286,1,5.61259,9.06447,0.0113727,5.61259,0.984846
baseline,10.0,23,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,204,204,0,77112,77112,1,5.43445,9.25,0,5.43445,0.0311232
baseline,10.0,23,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,5.1019,8.25,0,5.1019,0.093266
baseline,10.0,23,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,62500,62500,0,76750000,76750000,1,5.40677,8.75,0,5.40677,10.2325
baseline,10.0,23,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3008,3008,0,3260672,3260672,1,5.57006,8.75,0.00698138,5.57006,0.869713
baseline,10.0,23,TOTAL,-1,AGGREGATE,0,0,0,3812,3812,0,4036184,4036184,1,5.48912,8.69806,0.00550892,5.48912,0.994103
baseline,10.0,24,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,204,204,0,77112,77112,1,5.39339,8.75,0,5.39339,0.0308509
baseline,10.0,24,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,4.92688,8.25,0,4.92688,0.0932699
baseline,10.0,24,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,62500,62500,0,76750000,76750000,1,5.43421,8.75,0,5.43421,10.2331
baseline,10.0,24,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3031,3031,0,3285604,3285604,1,5.65026,9.25,0.0122072,5.65026,0.876261
baseline,10.0,24,TOTAL,-1,AGGREGATE,0,0,0,3835,3835,0,4061116,4061116,1,5.52342,9.06695,0.00964798,5.52342,1.00038
baseline,10.0,25,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,201,201,0,75978,75978,1,5.12766,8.25,0,5.12766,0.0305392
baseline,10.0,25,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,5.11434,8.25,0,5.11434,0.0932629
baseline,10.0,25,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,62500,62500,0,76750000,76750000,1,5.41914,8.75,0,5.41914,10.2323
baseline,10.0,25,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3001,3001,0,3253084,3253084,1,5.61355,9.25,0.0129957,5.61355,0.867444
baseline,10.0,25,TOTAL,-1,AGGREGATE,0,0,0,3802,3802,0,4027462,4027462,1,5.50908,9.03932,0.0102578,5.50908,0.991246
baseline,10.0,26,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,187,187,0,70686,70686,1,5.31383,9.25,0,5.31383,0.0283765
baseline,10.0,26,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,5.08258,8.25,0,5.08258,0.0932683
baseline,10.0,26,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,62500,62500,0,76750000,76750000,1,5.44294,8.75,0,5.44294,10.2321
baseline,10.0,26,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2996,2996,0,3247664,3247664,1,5.66664,9.25,0.0130174,5.66664,0.8661
baseline,10.0,26,TOTAL,-1,AGGREGATE,0,0,0,3783,3783,0,4016750,4016750,1,5.55657,9.0914,0.0103093,5.55657,0.987744
baseline,10.0,27,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,199,199,0,75222,75222,1,5.20807,8.75,0,5.20807,0.0301951
baseline,10.0,27,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,5.08428,8.25,0,5.08428,0.0932645
baseline,10.0,27,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,62500,62500,0,76750000,76750000,1,5.44103,8.75,0,5.44103,10.2331
baseline,10.0,27,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3016,3016,0,3269344,3269344,1,5.61937,8.75,0.0122679,5.61937,0.871838
baseline,10.0,27,TOTAL,-1,AGGREGATE,0,0,0,3815,3815,0,4042966,4042966,1,5.51376,8.67136,0.00969856,5.51376,0.995297
baseline,10.0,28,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,209,161,48,79002,60858,0.770335,7128.24,7129.75,1,5502.62,0.0179923
baseline,10.0,28,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,125,475,698400,145500,0.208333,4425.22,7128.25,0.913333,1159.42,0.0187057
baseline,10.0,28,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,62500,37691,24809,76750000,46284548,0.603056,6204.56,7129.25,0,3741.7,5.6966
baseline,10.0,28,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2974,1146,1828,3223816,1242264,0.38534,7128.7,7129.75,1,2753.12,0.267704
baseline,10.0,28,TOTAL,-1,AGGREGATE,0,0,0,3783,1432,2351,4001218,1448622,0.378536,6892.66,7129.62,0.986254,2652.25,0.304402
baseline,10.0,29,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,204,204,0,77112,77112,1,5.26913,8.75,0,5.26913,0.0310005
baseline,10.0,29,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,5.25425,8.25,0,5.25425,0.0932629
baseline,10.0,29,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,62500,62500,0,76750000,76750000,1,5.42416,8.75,0,5.42416,10.2321
baseline,10.0,29,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3001,3001,0,3253084,3253084,1,5.62955,8.75,0.011996,5.62955,0.867458
baseline,10.0,29,TOTAL,-1,AGGREGATE,0,0,0,3805,3805,0,4028596,4028596,1,5.55105,8.67116,0.00946124,5.55105,0.991722
baseline,10.0,30,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,192,192,0,72576,72576,1,5.20656,8.25,0,5.20656,0.0290856
baseline,10.0,30,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,5.16417,8.25,0,5.16417,0.0932722
baseline,10.0,30,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,62500,62500,0,76750000,76750000,1,5.34899,8.75,0,5.34899,10.2321
baseline,10.0,30,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3004,3004,0,3256336,3256336,1,5.58859,8.75,0.0113182,5.58859,0.8686
baseline,10.0,30,TOTAL,-1,AGGREGATE,0,0,0,3796,3796,0,4027312,4027312,1,5.50219,8.64568,0.0089568,5.50219,0.990958
baseline,10.0,31,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,208,208,0,78624,78624,1,5.18821,8.75,0,5.18821,0.031466
baseline,10.0,31,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,5.01836,8.25,0,5.01836,0.0932722
baseline,10.0,31,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,62500,62500,0,76750000,76750000,1,5.33359,8.75,0,5.33359,10.2321
baseline,10.0,31,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3013,3013,0,3266092,3266092,1,5.58535,8.75,0.00597411,5.58535,0.870912
baseline,10.0,31,TOTAL,-1,AGGREGATE,0,0,0,3821,3821,0,4043116,4043116,1,5.4747,8.67149,0.00471081,5.4747,0.995651
baseline,10.0,32,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,219,219,0,82782,82782,1,5.30563,8.75,0,5.30563,0.0331069
baseline,10.0,32,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,5.02419,8.25,0,5.02419,0.0932676
baseline,10.0,32,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,62500,62500,0,76750000,76750000,1,5.42028,8.75,0,5.42028,10.2321
baseline,10.0,32,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3012,3012,0,3265008,3265008,1,5.63154,8.75,0.0109562,5.63154,0.870623
baseline,10.0,32,TOTAL,-1,AGGREGATE,0,0,0,3831,3831,0,4046190,4046190,1,5.51779,8.67169,0.00861394,5.51779,0.996998
baseline,10.0,33,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,202,184,18,76356,69552,0.910891,144.541,194.75,1,136.116,0.0276637
baseline,10.0,33,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,523,77,698400,608772,0.871667,113.451,113.75,0.118333,137.391,0.0811511
baseline,10.0,33,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,62500,54502,7998,76750000,66928456,0.872032,142.174,191.75,0,123.98,8.90692
