scenario,ev_background_load_mbps,seed,traffic_class,qfi,five_qi,rule_precedence,latency_deadline_ms,pdr_target,tx_packets,rx_packets,lost_packets,tx_bytes,rx_bytes,pdr,mean_delay_ms,delay_p95_ms,deadline_violation_rate,deadline_penalized_mean_ms,throughput_mbps
baseline,0.0,1,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,215,215,0,81270,81270,1,7.35859,9.25,0,7.35859,0.0324981
baseline,0.0,1,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,8.04649,10.25,0,8.04649,0.0932621
baseline,0.0,1,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2982,2982,0,3232488,3232488,1,8.14036,9.25,0.00871898,8.14036,0.861952
baseline,0.0,1,TOTAL,-1,AGGREGATE,0,0,0,3797,3797,0,4012158,4012158,1,8.08126,9.40802,0.00684751,8.08126,0.987712
baseline,0.0,2,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,189,189,0,71442,71442,1,7.52243,9.25,0,7.52243,0.0286462
baseline,0.0,2,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.72067,9.75,0,7.72067,0.0932621
baseline,0.0,2,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2981,2981,0,3231404,3231404,1,8.17762,9.75,0.00872191,8.17762,0.861505
baseline,0.0,2,TOTAL,-1,AGGREGATE,0,0,0,3770,3770,0,4001246,4001246,1,8.07205,9.72493,0.00689655,8.07205,0.983413
baseline,0.0,3,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,210,210,0,79380,79380,1,7.40381,9.25,0,7.40381,0.0319002
baseline,0.0,3,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.64401,8.75,0,7.64401,0.0932621
baseline,0.0,3,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2998,2998,0,3249832,3249832,1,8.12911,9.25,0.00833889,8.12911,0.866519
baseline,0.0,3,TOTAL,-1,AGGREGATE,0,0,0,3808,3808,0,4027612,4027612,1,8.01268,9.17122,0.00656513,8.01268,0.991681
baseline,0.0,4,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,209,209,0,79002,79002,1,7.49101,9.25,0,7.49101,0.031722
baseline,0.0,4,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.64899,9.75,0,7.64899,0.0932621
baseline,0.0,4,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3012,3012,0,3265008,3265008,1,8.14414,9.25,0.00763612,8.14414,0.870565
baseline,0.0,4,TOTAL,-1,AGGREGATE,0,0,0,3821,3821,0,4042410,4042410,1,8.03066,9.32851,0.00601937,8.03066,0.995549
baseline,0.0,5,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,196,196,0,74088,74088,1,7.4727,9.75,0,7.4727,0.02967
baseline,0.0,5,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.68982,9.75,0,7.68982,0.0932621
baseline,0.0,5,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2987,2987,0,3237908,3237908,1,8.17299,9.25,0.00803482,8.17299,0.863239
baseline,0.0,5,TOTAL,-1,AGGREGATE,0,0,0,3783,3783,0,4010396,4010396,1,8.06008,9.35521,0.00634417,8.06008,0.986171
baseline,0.0,6,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,197,197,0,74466,74466,1,7.59304,9.25,0,7.59304,0.0298109
baseline,0.0,6,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.98401,10.25,0,7.98401,0.0932598
baseline,0.0,6,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2994,2994,0,3245496,3245496,1,8.18998,9.25,0.00901804,8.18998,0.865262
baseline,0.0,6,TOTAL,-1,AGGREGATE,0,0,0,3791,3791,0,4018362,4018362,1,8.12636,9.40827,0.00712213,8.12636,0.988332
baseline,0.0,7,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,208,208,0,78624,78624,1,7.31537,9.25,0,7.31537,0.0314629
baseline,0.0,7,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.66482,9.75,0,7.66482,0.0932621
baseline,0.0,7,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2984,2984,0,3234656,3234656,1,8.18057,9.75,0.0107239,8.18057,0.862386
baseline,0.0,7,TOTAL,-1,AGGREGATE,0,0,0,3792,3792,0,4011680,4011680,1,8.0515,9.72257,0.00843882,8.0515,0.987111
baseline,0.0,8,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,200,200,0,75600,75600,1,7.47702,9.25,0,7.47702,0.0302399
baseline,0.0,8,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.67647,9.75,0,7.67647,0.0932621
baseline,0.0,8,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2990,2990,0,3241160,3241160,1,8.16826,9.25,0.00869565,8.16826,0.864106
baseline,0.0,8,TOTAL,-1,AGGREGATE,0,0,0,3790,3790,0,4015160,4015160,1,8.05393,9.32916,0.00686016,8.05393,0.987608
baseline,0.0,9,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,209,209,0,79002,79002,1,7.40736,9.25,0,7.40736,0.0317595
baseline,0.0,9,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.65149,8.75,0,7.65149,0.0932621
baseline,0.0,9,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2998,2998,0,3249832,3249832,1,8.15306,9.25,0.00767178,8.15306,0.866577
baseline,0.0,9,TOTAL,-1,AGGREGATE,0,0,0,3807,3807,0,4027234,4027234,1,8.03307,9.1712,0.0060415,8.03307,0.991598
baseline,0.0,10,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,214,214,0,80892,80892,1,7.39156,9.25,0,7.39156,0.0324378
baseline,0.0,10,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.79733,9.75,0,7.79733,0.0932621
baseline,0.0,10,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3005,3005,0,3257420,3257420,1,8.14752,9.25,0.00965058,8.14752,0.8686
baseline,0.0,10,TOTAL,-1,AGGREGATE,0,0,0,3819,3819,0,4036712,4036712,1,8.05014,9.32855,0.00759361,8.05014,0.9943
baseline,0.0,11,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,191,191,0,72198,72198,1,7.54284,9.75,0,7.54284,0.028966
baseline,0.0,11,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.72984,9.75,0,7.72984,0.0932621
baseline,0.0,11,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2989,2989,0,3240076,3240076,1,8.15841,9.25,0.00970224,8.15841,0.863817
baseline,0.0,11,TOTAL,-1,AGGREGATE,0,0,0,3780,3780,0,4010674,4010674,1,8.05928,9.35463,0.00767196,8.05928,0.986045
baseline,0.0,12,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,215,215,0,81270,81270,1,7.43564,9.25,0,7.43564,0.0327263
baseline,0.0,12,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.99981,10.25,0,7.99981,0.0932598
baseline,0.0,12,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2987,2987,0,3237908,3237908,1,8.1752,9.25,0.0113827,8.1752,0.863196
baseline,0.0,12,TOTAL,-1,AGGREGATE,0,0,0,3802,3802,0,4017578,4017578,1,8.1057,9.40781,0.00894266,8.1057,0.989182
baseline,0.0,13,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,214,214,0,80892,80892,1,7.42819,9.25,0,7.42819,0.0325659
baseline,0.0,13,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.69818,9.75,0,7.69818,0.0932621
baseline,0.0,13,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3013,3013,0,3266092,3266092,1,8.13488,9.25,0.0066379,8.13488,0.870912
baseline,0.0,13,TOTAL,-1,AGGREGATE,0,0,0,3827,3827,0,4045384,4045384,1,8.0269,9.32839,0.00522603,8.0269,0.99674
baseline,0.0,14,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,207,205,2,78246,77490,0.990338,11.2519,22.25,0.0289855,11.6262,0.0310557
baseline,0.0,14,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,598,2,698400,696072,0.996667,14.0007,13.75,0.00333333,14.9541,0.0929466
baseline,0.0,14,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3002,2976,26,3254168,3225984,0.991339,15.0241,59.25,0.668221,14.9806,0.860447
baseline,0.0,14,TOTAL,-1,AGGREGATE,0,0,0,3809,3779,30,4030814,3999546,0.992124,14.6575,50.0428,0.528748,14.7941,0.984449
baseline,0.0,15,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,194,194,0,73332,73332,1,7.57031,9.25,0,7.57031,0.0293239
baseline,0.0,15,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.96568,10.25,0,7.96568,0.0932598
baseline,0.0,15,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2987,2987,0,3237908,3237908,1,8.18608,9.25,0.0110479,8.18608,0.863253
baseline,0.0,15,TOTAL,-1,AGGREGATE,0,0,0,3781,3781,0,4009640,4009640,1,8.11951,9.40869,0.00872785,8.11951,0.985837
baseline,0.0,16,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,205,205,0,77490,77490,1,7.52624,9.25,0,7.52624,0.0312144
baseline,0.0,16,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.88151,10.25,0,7.88151,0.0932621
baseline,0.0,16,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3008,3008,0,3260672,3260672,1,8.11021,9.25,0.00797872,8.11021,0.869322
baseline,0.0,16,TOTAL,-1,AGGREGATE,0,0,0,3813,3813,0,4036562,4036562,1,8.04282,9.40736,0.00629426,8.04282,0.993799
baseline,0.0,17,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,206,206,0,77868,77868,1,7.47922,9.25,0,7.47922,0.0313296
baseline,0.0,17,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.95564,10.25,0,7.95564,0.0932621
baseline,0.0,17,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3003,3003,0,3255252,3255252,1,8.15101,9.25,0.00965701,8.15101,0.867964
baseline,0.0,17,TOTAL,-1,AGGREGATE,0,0,0,3809,3809,0,4031520,4031520,1,8.0839,9.40752,0.00761355,8.0839,0.992556
baseline,0.0,18,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,213,213,0,80514,80514,1,7.49156,9.25,0,7.49156,0.0322434
baseline,0.0,18,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.61067,9.75,0,7.61067,0.0932621
baseline,0.0,18,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3016,3016,0,3269344,3269344,1,8.1709,9.25,0.00862069,8.1709,0.871634
baseline,0.0,18,TOTAL,-1,AGGREGATE,0,0,0,3829,3829,0,4048258,4048258,1,8.04532,9.32835,0.00679028,8.04532,0.99714
baseline,0.0,19,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,207,207,0,78246,78246,1,7.5328,9.25,0,7.5328,0.0314714
baseline,0.0,19,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.64065,9.75,0,7.64065,0.0932621
baseline,0.0,19,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3002,3002,0,3254168,3254168,1,8.16952,9.25,0.00999334,8.16952,0.867603
baseline,0.0,19,TOTAL,-1,AGGREGATE,0,0,0,3809,3809,0,4030814,4030814,1,8.05161,9.32876,0.00787608,8.05161,0.992336
baseline,0.0,20,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,208,208,0,78624,78624,1,7.38534,9.25,0,7.38534,0.03156
baseline,0.0,20,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.92731,10.25,0,7.92731,0.0932621
baseline,0.0,20,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2999,2999,0,3250916,3250916,1,8.15008,9.25,0.0106702,8.15008,0.866866
baseline,0.0,20,TOTAL,-1,AGGREGATE,0,0,0,3807,3807,0,4027940,4027940,1,8.07318,9.4076,0.00840557,8.07318,0.991688
baseline,0.0,21,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,201,201,0,75978,75978,1,7.50558,9.25,0,7.50558,0.0304619
baseline,0.0,21,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.73149,9.75,0,7.73149,0.0932621
baseline,0.0,21,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3018,3018,0,3271512,3271512,1,8.11878,9.25,0.00795229,8.11878,0.872358
baseline,0.0,21,TOTAL,-1,AGGREGATE,0,0,0,3819,3819,0,4045890,4045890,1,8.02566,9.32855,0.00628437,8.02566,0.996082
baseline,0.0,22,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,203,203,0,76734,76734,1,7.44579,9.25,0,7.44579,0.0307727
baseline,0.0,22,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.71815,9.75,0,7.71815,0.0932621
baseline,0.0,22,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2978,2978,0,3228152,3228152,1,8.16903,9.25,0.00973808,8.16903,0.860796
baseline,0.0,22,TOTAL,-1,AGGREGATE,0,0,0,3781,3781,0,4003286,4003286,1,8.05865,9.32934,0.00766993,8.05865,0.98483
baseline,0.0,23,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,204,204,0,77112,77112,1,7.35692,9.25,0,7.35692,0.0311248
baseline,0.0,23,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.68066,9.75,0,7.68066,0.0932621
baseline,0.0,23,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3008,3008,0,3260672,3260672,1,8.12615,9.25,0.00432181,8.12615,0.869612
baseline,0.0,23,TOTAL,-1,AGGREGATE,0,0,0,3812,3812,0,4036184,4036184,1,8.01486,9.3287,0.00341028,8.01486,0.993999
baseline,0.0,24,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,204,204,0,77112,77112,1,7.50948,9.75,0,7.50948,0.0308501
baseline,0.0,24,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.71902,8.75,0,7.71902,0.0932621
baseline,0.0,24,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3031,3031,0,3285604,3285604,1,8.15505,9.75,0.0141867,8.15505,0.876115
baseline,0.0,24,TOTAL,-1,AGGREGATE,0,0,0,3835,3835,0,4061116,4061116,1,8.05249,9.59355,0.0112125,8.05249,1.00023
baseline,0.0,25,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,201,201,0,75978,75978,1,7.36739,9.25,0,7.36739,0.0305438
baseline,0.0,25,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.77067,9.75,0,7.77067,0.0932621
baseline,0.0,25,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3001,3001,0,3253084,3253084,1,8.11263,9.25,0.008997,8.11263,0.867213
baseline,0.0,25,TOTAL,-1,AGGREGATE,0,0,0,3802,3802,0,4027462,4027462,1,8.01927,9.32891,0.00710153,8.01927,0.991018
baseline,0.0,26,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,187,187,0,70686,70686,1,7.51278,9.25,0,7.51278,0.0283786
baseline,0.0,26,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.71399,9.75,0,7.71399,0.0932621
baseline,0.0,26,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2996,2996,0,3247664,3247664,1,8.16567,9.25,0.00967957,8.16567,0.866042
baseline,0.0,26,TOTAL,-1,AGGREGATE,0,0,0,3783,3783,0,4016750,4016750,1,8.06176,9.3293,0.00766587,8.06176,0.987683
baseline,0.0,27,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,199,199,0,75222,75222,1,7.23673,9.25,0,7.23673,0.0301921
baseline,0.0,27,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.63652,9.75,0,7.63652,0.0932621
baseline,0.0,27,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3016,3016,0,3269344,3269344,1,8.14459,9.25,0.0109416,8.14459,0.87178
baseline,0.0,27,TOTAL,-1,AGGREGATE,0,0,0,3815,3815,0,4042966,4042966,1,8.01733,9.32864,0.00865007,8.01733,0.995234
baseline,0.0,28,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,209,209,0,79002,79002,1,7.75285,11.25,0,7.75285,0.0317013
baseline,0.0,28,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,9.27048,12.25,0,9.27048,0.0932606
baseline,0.0,28,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2974,2974,0,3223816,3223816,1,9.15732,12.25,0.311029,9.15732,0.859625
baseline,0.0,28,TOTAL,-1,AGGREGATE,0,0,0,3783,3783,0,4001218,4001218,1,9.09767,12.1948,0.244515,9.09767,0.984587
baseline,0.0,29,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,204,204,0,77112,77112,1,7.4734,9.25,0,7.4734,0.0309919
baseline,0.0,29,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.68734,9.75,0,7.68734,0.0932621
baseline,0.0,29,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3001,3001,0,3253084,3253084,1,8.16656,9.75,0.00799733,8.16656,0.867314
baseline,0.0,29,TOTAL,-1,AGGREGATE,0,0,0,3805,3805,0,4028596,4028596,1,8.05383,9.72319,0.00630749,8.05383,0.991568
baseline,0.0,30,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,192,192,0,72576,72576,1,7.35601,9.25,0,7.35601,0.0290863
baseline,0.0,30,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.71068,9.75,0,7.71068,0.0932621
baseline,0.0,30,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3004,3004,0,3256336,3256336,1,8.1398,9.25,0.0103196,8.1398,0.868543
baseline,0.0,30,TOTAL,-1,AGGREGATE,0,0,0,3796,3796,0,4027312,4027312,1,8.03233,9.32903,0.00816649,8.03233,0.990891
baseline,0.0,31,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,208,208,0,78624,78624,1,7.52547,9.25,0,7.52547,0.0314629
baseline,0.0,31,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.84317,9.75,0,7.84317,0.0932621
baseline,0.0,31,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3013,3013,0,3266092,3266092,1,8.1263,9.25,0.00862927,8.1263,0.870854
baseline,0.0,31,TOTAL,-1,AGGREGATE,0,0,0,3821,3821,0,4043116,4043116,1,8.04913,9.32851,0.0068045,8.04913,0.995579
baseline,0.0,32,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,219,219,0,82782,82782,1,7.42282,9.25,0,7.42282,0.0331019
baseline,0.0,32,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.72483,9.75,0,7.72483,0.0932621
baseline,0.0,32,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3012,3012,0,3265008,3265008,1,8.12475,9.25,0.00896414,8.12475,0.870478
baseline,0.0,32,TOTAL,-1,AGGREGATE,0,0,0,3831,3831,0,4046190,4046190,1,8.02199,9.32831,0.00704777,8.02199,0.996842
baseline,0.0,33,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,202,202,0,76356,76356,1,7.5747,9.75,0,7.5747,0.0306573
baseline,0.0,33,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,8.56316,11.75,0,8.56316,0.0932621
baseline,0.0,33,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2983,2983,0,3233572,3233572,1,8.32604,10.25,0.0556487,8.32604,0.861954
baseline,0.0,33,TOTAL,-1,AGGREGATE,0,0,0,3785,3785,0,4008328,4008328,1,8.32353,10.4611,0.0438573,8.32353,0.985873
baseline,0.0,34,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,208,208,0,78624,78624,1,7.59593,9.25,0,7.59593,0.0314889
baseline,0.0,34,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.66399,9.75,0,7.66399,0.0932621
baseline,0.0,34,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2986,2986,0,3236824,3236824,1,8.15081,9.25,0.0090422,8.15081,0.863194
baseline,0.0,34,TOTAL,-1,AGGREGATE,0,0,0,3794,3794,0,4013848,4013848,1,8.0434,9.32907,0.0071165,8.0434,0.987945
baseline,0.0,35,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,202,202,0,76356,76356,1,7.413,9.25,0,7.413,0.0306858
baseline,0.0,35,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.78314,9.75,0,7.78314,0.0932621
baseline,0.0,35,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3015,3015,0,3268260,3268260,1,8.13413,9.25,0.00862355,8.13413,0.871345
baseline,0.0,35,TOTAL,-1,AGGREGATE,0,0,0,3817,3817,0,4043016,4043016,1,8.04079,9.3286,0.00681163,8.04079,0.995293
baseline,0.0,36,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,201,201,0,75978,75978,1,7.50931,9.25,0,7.50931,0.0305109
baseline,0.0,36,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.634,9.75,0,7.634,0.0932621
baseline,0.0,36,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2999,2999,0,3250916,3250916,1,8.16317,9.25,0.0123374,8.16317,0.866721
baseline,0.0,36,TOTAL,-1,AGGREGATE,0,0,0,3800,3800,0,4025294,4025294,1,8.04503,9.32895,0.00973684,8.04503,0.990494
baseline,0.0,37,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,196,196,0,74088,74088,1,7.66467,9.25,0,7.66467,0.0297071
baseline,0.0,37,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.64316,9.75,0,7.64316,0.0932621
baseline,0.0,37,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2980,2980,0,3230320,3230320,1,8.16441,9.25,0.00838926,8.16441,0.861374
baseline,0.0,37,TOTAL,-1,AGGREGATE,0,0,0,3776,3776,0,4002808,4002808,1,8.05564,9.32945,0.00662076,8.05564,0.984343
baseline,0.0,38,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,218,218,0,82404,82404,1,7.35317,9.25,0,7.35317,0.0330052
baseline,0.0,38,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.7015,9.75,0,7.7015,0.0932621
baseline,0.0,38,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3008,3008,0,3260672,3260672,1,8.14019,9.25,0.0129654,8.14019,0.869511
baseline,0.0,38,TOTAL,-1,AGGREGATE,0,0,0,3826,3826,0,4041476,4041476,1,8.02655,9.32841,0.0101934,8.02655,0.995778
baseline,0.0,39,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,214,214,0,80892,80892,1,7.43357,9.25,0,7.43357,0.0324646
baseline,0.0,39,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.669,8.75,0,7.669,0.0932621
baseline,0.0,39,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2994,2994,0,3245496,3245496,1,8.14639,9.25,0.00968604,8.14639,0.865319
baseline,0.0,39,TOTAL,-1,AGGREGATE,0,0,0,3808,3808,0,4024788,4024788,1,8.03111,9.17122,0.00761555,8.03111,0.991046
baseline,0.0,40,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,193,193,0,72954,72954,1,7.27951,9.25,0,7.27951,0.0292056
baseline,0.0,40,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.85569,9.75,0,7.85569,0.0932621
baseline,0.0,40,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3014,3014,0,3267176,3267176,1,8.18112,9.25,0.0159257,8.18112,0.871245
baseline,0.0,40,TOTAL,-1,AGGREGATE,0,0,0,3807,3807,0,4038530,4038530,1,8.08413,9.3288,0.0126084,8.08413,0.993713
baseline,0.0,41,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,200,200,0,75600,75600,1,7.25755,9.25,0,7.25755,0.0304377
baseline,0.0,41,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,600,0,698400,698400,1,7.62735,8.75,0,7.62735,0.0932621
baseline,0.0,41,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3020,3020,0,3273680,3273680,1,8.16799,9.25,0.0089404,8.16799,0.872834
baseline,0.0,41,TOTAL,-1,AGGREGATE,0,0,0,3820,3820,0,4047680,4047680,1,8.03541,9.17147,0.00706806,8.03541,0.996534
baseline,0.0,42,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,201,201,0,75978,75978,1,7.3896,9.25,0,7.3896,0.0304368
