scenario,ev_background_load_mbps,traffic_class,n_seeds,qfi,five_qi,rule_precedence,latency_deadline_ms,pdr_target,pdr_mean,pdr_ci_low,pdr_ci_high,pdr_sd,deadline_violation_rate_mean,deadline_violation_rate_ci_low,deadline_violation_rate_ci_high,deadline_violation_rate_sd,deadline_penalized_mean_ms_mean,deadline_penalized_mean_ms_ci_low,deadline_penalized_mean_ms_ci_high,deadline_penalized_mean_ms_sd,mean_delay_ms_mean,mean_delay_ms_ci_low,mean_delay_ms_ci_high,mean_delay_ms_sd,delay_p95_ms_mean,delay_p95_ms_ci_low,delay_p95_ms_ci_high,delay_p95_ms_sd,throughput_mbps_mean,throughput_mbps_ci_low,throughput_mbps_ci_high,throughput_mbps_sd
baseline,10.0,DIAG_TOTAL,50,1,DEFAULT_QOS_FLOW,90,300,0.95,0.97886666,0.9446333199999999,0.9988666599999999,0.1134330912817736,0.02313332,0.001066666,0.062966626,0.130102228238982,36.0754064,7.6747096,87.28620120000001,165.14353999658226,100.42932640000001,7.266959599999999,281.588563,624.7150912584384,159.17,10.36,448.27,1006.2936052663755,0.091272114,0.08793707599999999,0.093157938,0.010685862415761091
baseline,10.0,EV_BACKGROUND_TOTAL,50,1,DEFAULT_QOS_FLOW,255,0,0,0.98631776,0.9669772800000002,0.998472,0.06014827997084728,0.0,0.0,0.0,0.0,87.2006234,7.715861599999999,241.35072839999992,528.1236032035702,137.2447634,7.9329436,388.0879026,876.1195836557105,162.04,12.35,454.1,1006.3601725211182,10.0818714,9.859221400000001,10.2163942,0.6789485651403672
baseline,10.0,FAULT_TOTAL,50,1,DEFAULT_QOS_FLOW,10,10,0.9999,0.98172938,0.95192674,0.9984144,0.08948391091297488,0.09027737220000001,0.030730125799999997,0.16947929720000002,0.2706467369109604,67.7185518,7.9753506000000005,182.29109600000004,388.5690743710016,155.9961318,8.195852600000002,446.22815199999997,1006.7083974213313,162.27,12.56,454.42,1006.4002934281393,0.85000056,0.8228158999999999,0.8662342399999998,0.08702803324877213
baseline,10.0,TOTAL,50,-1,AGGREGATE,0,0,0,0.98178362,0.9533170999999999,0.99849304,0.09024609997450171,0.0791042684,0.025534022999999996,0.15010187360000002,0.24108413751795502,65.7425,7.915852599999999,176.443356,374.3817015326741,151.023,8.0468238,431.71069880000005,973.3610219652652,161.771821,12.265309599999998,453.72158479999996,1006.3905363385588,0.97164228,0.94089346,0.9901023799999998,0.09957203631338202
baseline,15.0,ALERT_TOTAL,50,1,DEFAULT_QOS_FLOW,50,50,0.99,0.99278942,0.9799494799999999,1.0,0.04348524097644147,0.0567449184,9.66184e-05,0.13034094,0.22705236220092195,108.43550220000002,5.0146218000000005,310.40633760000003,700.5700810901719,151.8550082,5.0156196,439.9810034,1007.0049102085205,157.33,7.98,449.17,1006.7568630133543,0.030439946,0.029682356000000003,0.03098675,0.0023881811191023045
baseline,15.0,DIAG_TOTAL,50,1,DEFAULT_QOS_FLOW,90,300,0.95,0.9797,0.94196666,1.0,0.12423452375820729,0.020933346,0.0,0.059933366,0.13031806505694368,28.2403354,5.141392199999999,67.3347198,129.81427053986118,110.7479754,5.1456219999999995,315.7000915999999,714.8227598733299,157.36,8.14,448.8,1006.5186428821812,0.091355898,0.087773722,0.09326750800000001,0.011698427949288307
baseline,15.0,EV_BACKGROUND_TOTAL,50,1,DEFAULT_QOS_FLOW,255,0,0,0.98586922,0.95984512,0.9999968,0.08458212680700049,0.0,0.0,0.0,0.0,62.0260082,5.1301689999999995,169.4138246,371.2895758816116,139.4814468,5.131334799999999,403.50314579999997,916.607715886963,157.66,8.15,446.23,1006.735224954042,15.121155799999999,14.7129354,15.348832,1.3658864537953335
baseline,15.0,FAULT_TOTAL,50,1,DEFAULT_QOS_FLOW,10,10,0.9999,0.9837233000000001,0.9537578999999999,1.0,0.10128609000660718,0.063880936,0.0059783796,0.13960232500000003,0.23173047455335088,50.28664,5.304645000000001,135.036182,288.22891201333573,152.23867,5.304592599999999,441.6379444,1007.0125186080386,157.65,8.22,446.11,1006.7243406013306,0.85220786,0.82368344,0.8675436999999999,0.09493335240330987
baseline,15.0,TOTAL,50,-1,AGGREGATE,0,0,0,0.98358406,0.9528303,1.0,0.10169340940525948,0.056714113719999994,0.0047229984,0.12376418112000001,0.20905096377968155,50.0027578,5.2623896000000006,133.74058220000003,285.70228414536365,149.2231778,5.264307400000002,431.2471919999999,986.0007818510248,157.592136,8.190448600000002,446.0026278,1006.7113313014962,0.97400372,0.9410756600000001,0.9915571999999999,0.10867661640888195
baseline,20.0,ALERT_TOTAL,50,1,DEFAULT_QOS_FLOW,50,50,0.99,0.9921331600000001,0.97823762,1.0,0.0441136572389355,0.041089108000000006,0.0,0.101089108,0.19787388535544742,150.1536448,4.827630999999999,395.0670504,769.0238951258083,197.0543848,4.8260358,531.7534037999999,1059.8114597925112,199.43,6.9,533.97,1059.6220386996295,0.030362816,0.02960279,0.030944259999999998,0.0024678890522113204
baseline,20.0,DIAG_TOTAL,50,1,DEFAULT_QOS_FLOW,90,300,0.95,0.96693334,0.9161333400000001,1.0,0.16387711339811417,0.0364000066,0.0,0.0910666866,0.17979815644294966,34.0399686,5.0019204,79.79398259999999,144.72981975267965,145.0934386,5.002241,394.63990780000006,800.0787286039752,200.12,6.83,534.57,1059.2994788143374,0.0901540782,0.0853626846,0.09326797599999999,0.015421562026198397
baseline,20.0,EV_BACKGROUND_TOTAL,50,1,DEFAULT_QOS_FLOW,255,0,0,0.98288368,0.95187344,1.0,0.10031805698355971,0.0,0.0,0.0,0.0,82.232294,4.932572,199.0933124,381.5764694473664,180.58776,4.932379399999999,487.6508996000001,973.8353297894355,200.48,7.06,534.92,1059.446862850649,20.0915428,19.4249084,20.465198,2.140521692618786
baseline,20.0,FAULT_TOTAL,50,1,DEFAULT_QOS_FLOW,10,10,0.9999,0.97948982,0.94356606,1.0,0.11409368472027087,0.0568030043,0.0021325183000000004,0.12196681754,0.22077470877991537,74.8556238,5.025116799999999,181.6330594,345.54215847495107,197.1838238,5.0241394,531.6849722,1059.8475595825164,199.28,7.09,533.79,1059.7121452141075,0.8478104399999999,0.8136561800000002,0.8677542799999999,0.10647629685102959
baseline,20.0,TOTAL,50,-1,AGGREGATE,0,0,0,0.97820484,0.9411413799999999,1.0,0.11656041222374686,0.052733907420000004,0.00171379396,0.11570569328,0.2094147368556369,72.5618966,5.0104994,173.9025868,333.49403242190374,193.7364646,5.0104498,522.5805402000001,1041.7119779904422,199.42398219999998,7.0418516,533.8030132,1059.655278006234,0.9683273199999999,0.9290875200000002,0.9918705200000001,0.12324506749668669
baseline,22.0,ALERT_TOTAL,50,1,DEFAULT_QOS_FLOW,50,50,0.99,0.9914515,0.9766829000000001,1.0,0.0458029106419615,0.11104654,0.03863274,0.19677474,0.2861617132872215,186.9579534,14.1810242,432.8277564,780.4657982232335,236.2671534,14.145055,588.4104978,1074.202263941585,260.14,34.61,611.64,1085.9441264707527,0.03025385,0.02948726,0.030853808000000003,0.002535970136730272
baseline,22.0,DIAG_TOTAL,50,1,DEFAULT_QOS_FLOW,90,300,0.95,0.95656666,0.8978333399999999,1.0,0.18018618066838987,0.0873,0.02666666,0.15796668,0.23533638336081172,65.01662400000001,23.093596400000003,118.80678599999997,176.8452986023771,189.086784,23.649206399999997,456.36582760000005,839.1991744614133,282.13,51.25,638.3,1089.0056153225664,0.0891188432,0.08370080440000001,0.093217432,0.01694394545833967
baseline,22.0,EV_BACKGROUND_TOTAL,50,1,DEFAULT_QOS_FLOW,255,0,0,0.9801348400000001,0.9458218199999999,1.0,0.10672991027161094,0.0,0.0,0.0,0.0,121.971815,23.551950200000007,246.009206,397.42181082167554,228.987215,23.5378222,548.6578496000001,992.8716791584296,282.52,51.61,621.43,1089.1804877043649,22.015115599999998,21.2019848,22.499416,2.498267638724605
baseline,22.0,FAULT_TOTAL,50,1,DEFAULT_QOS_FLOW,10,10,0.9999,0.9765191799999999,0.9394482399999999,1.0,0.11726633492543583,0.14000097368,0.060167433719999996,0.23954311982,0.3487881657932765,128.5200008,29.016607800000003,253.780261,400.5892183053119,257.24860079999996,34.931841399999996,604.8711446,1081.8784409516652,282.54,51.74,623.07,1089.1700598555371,0.84303906,0.8080218600000002,0.86599336,0.10979534934956145
baseline,22.0,TOTAL,50,-1,AGGREGATE,0,0,0,0.97418494,0.93597076,1.0,0.12109509574363278,0.13014826952,0.0535666862,0.22638818070000002,0.32500496554717095,121.73529,32.8875048,239.27222200000003,380.10955829240004,250.67529,27.367713600000002,597.5429684,1063.5894586872087,281.2859082,50.328419000000004,627.4395662000001,1088.8596132471573,0.96241192,0.92147854,0.98991196,0.1278799096303039
baseline,23.0,ALERT_TOTAL,50,1,DEFAULT_QOS_FLOW,50,50,0.99,0.99000946,0.97314886,1.0,0.05430628935170796,0.14,0.06,0.24,0.3505098327538656,246.6709978,74.371808,478.69529520000003,765.5735118653688,305.31679779999996,74.427965,654.8966912000001,1098.2983714500697,352.26,92.69,706.97,1133.286022626959,0.030085571999999998,0.029266302,0.030725499999999996,0.0027373965986651756
baseline,23.0,DIAG_TOTAL,50,1,DEFAULT_QOS_FLOW,90,300,0.95,0.93236666,0.87333332,0.9790000000000001,0.1971167328803231,0.11326665999999999,0.04416667999999999,0.19646666,0.28531954199141035,101.3618646,41.778876600000004,176.51918679999994,245.0025612617774,244.4186646,61.083891999999985,528.50607,883.5791968714265,382.44,115.72,742.86,1166.8891877245978,0.08675971199999999,0.08120634599999998,0.091168274,0.018708144932705603
baseline,23.0,EV_BACKGROUND_TOTAL,50,1,DEFAULT_QOS_FLOW,255,0,0,0.97738546,0.9410860400000002,0.9989463399999999,0.10988559178085623,0.0,0.0,0.0,0.0,188.2166922,68.4980832,322.9999974,472.4096510771264,301.15249220000004,72.68751079999998,632.8607784,1026.8767154986526,382.59,117.78,755.96,1167.2093373267955,22.9101556,22.049862799999996,23.455370000000002,2.6925839413736963
baseline,23.0,FAULT_TOTAL,50,1,DEFAULT_QOS_FLOW,10,10,0.9999,0.9730471,0.93356278,0.99792336,0.11918550055069789,0.15747074590000001,0.06009321971999999,0.26007983612,0.3646548618269687,211.33366020000003,86.04000460000002,364.9852306,519.1780080330878,346.31666020000006,88.30865479999999,707.1792657999999,1128.9355513392702,382.63,115.61,740.36,1167.2133374418067,0.8375851,0.80177956,0.86206312,0.11244743364286863
baseline,23.0,TOTAL,50,-1,AGGREGATE,0,0,0,0.9675518200000001,0.9289223400000001,0.9943251200000001,0.12441689736784312,0.1495050124,0.05851180338,0.24775632268,0.34800747256051767,195.980427,78.18862719999998,338.1433372,482.41949005475044,334.527227,93.97694140000002,684.8984588000001,1106.315100424988,380.8899922,116.91684559999997,748.0717541999999,1165.0485837670763,0.95443036,0.91332342,0.9836987599999999,0.1320121464762069
baseline,24.0,ALERT_TOTAL,50,1,DEFAULT_QOS_FLOW,50,50,0.99,0.9883163,0.97147368,0.9985897600000001,0.05238264567943807,0.16,0.06,0.26,0.3703280399090206,313.8203762,108.46156799999999,572.6145898,848.4195114835534,373.38717619999994,116.77935179999999,730.6768232,1148.5622817814415,396.83,129.55,760.5,1167.1741968165188,0.029979322000000003,0.02915442,0.030634582000000004,0.0027513908943637496
