ev_background_load_mbps,traffic_class,n_pairs,metric,baseline_mean,qos_aware_mean,paired_effect_mean,paired_effect_ci_low,paired_effect_ci_high,paired_effect_sd,effect_definition
25.5,ALERT_TOTAL,50,deadline_violation_reduction,0.22,0.0,0.22,0.12,0.34,0.4184519575964803,baseline deadline-violation rate - QoS-aware deadline-violation rate
25.5,ALERT_TOTAL,50,deadline_penalized_delay_reduction_ms,365.97802,2.9336974,363.0443226,150.152598,626.0445038000001,868.555049699955,baseline deadline-penalized delay - QoS-aware deadline-penalized delay
25.5,DIAG_TOTAL,50,pdr_gain,0.8795333399999999,0.8797333260000001,0.0001999860000000006,-0.002133342,0.0023666400000000015,0.00819710232161491,QoS-aware PDR - baseline PDR
25.5,DIAG_TOTAL,50,deadline_violation_reduction,0.17826664,0.17946666,-0.0012000200000000017,-0.002433360000000004,-0.00016669999999999963,0.004232963295954503,baseline deadline-violation rate - QoS-aware deadline-violation rate
25.5,DIAG_TOTAL,50,deadline_penalized_delay_reduction_ms,130.408369,136.3101222,-5.901753200000001,-15.9146934,6.552555799999997,41.311110708058905,baseline deadline-penalized delay - QoS-aware deadline-penalized delay
25.5,FAULT_TOTAL,50,pdr_gain,0.95393586,1.0,0.04606414,0.0153934,0.08772234,0.13285075853984668,QoS-aware PDR - baseline PDR
25.5,FAULT_TOTAL,50,deadline_violation_reduction,0.22,1.3375700000000001e-05,0.2199866243,0.11996653726,0.33999330432,0.4184591385238382,baseline deadline-violation rate - QoS-aware deadline-violation rate
25.5,FAULT_TOTAL,50,deadline_penalized_delay_reduction_ms,287.9865248,3.0545886,284.9319362,137.0543546,448.52026720000003,562.3131999956489,baseline deadline-penalized delay - QoS-aware deadline-penalized delay
26.0,ALERT_TOTAL,50,pdr_gain,0.98266774,1.0,0.017332260000000002,0.0041421600000000015,0.0378835,0.0628717847777133,QoS-aware PDR - baseline PDR
26.0,ALERT_TOTAL,50,deadline_violation_reduction,0.26907962,0.0,0.26907962,0.15679536,0.38851608,0.42584016320684964,baseline deadline-violation rate - QoS-aware deadline-violation rate
26.0,ALERT_TOTAL,50,deadline_penalized_delay_reduction_ms,395.5119584,2.9509954,392.56096299999996,185.7144236,640.3284768000001,837.7837994843359,baseline deadline-penalized delay - QoS-aware deadline-penalized delay
26.0,DIAG_TOTAL,50,pdr_gain,0.8547333260000001,0.855166626,0.0004332999999999973,-0.002200080000000002,0.002999939999999997,0.00942691580106708,QoS-aware PDR - baseline PDR
26.0,DIAG_TOTAL,50,deadline_violation_reduction,0.21703336,0.2248667,-0.007833340000000001,-0.016199980000000003,-0.0015333200000000014,0.028103785342838195,baseline deadline-violation rate - QoS-aware deadline-violation rate
26.0,DIAG_TOTAL,50,deadline_penalized_delay_reduction_ms,138.2127022,146.30523300000002,-8.092530799999999,-17.958171800000002,3.561805200000005,39.10660405349328,baseline deadline-penalized delay - QoS-aware deadline-penalized delay
26.0,FAULT_TOTAL,50,pdr_gain,0.95025084,1.0,0.049749159999999994,0.017506900000000002,0.09125602,0.1360549105136299,QoS-aware PDR - baseline PDR
26.0,FAULT_TOTAL,50,deadline_violation_reduction,0.29927314,1.9989199999999998e-05,0.29925315080000003,0.17937936389999998,0.43848691517999994,0.46180717897172374,baseline deadline-violation rate - QoS-aware deadline-violation rate
26.0,FAULT_TOTAL,50,deadline_penalized_delay_reduction_ms,332.7956646,3.0517072,329.7439574,180.7074026,494.29934239999994,581.7309360136012,baseline deadline-penalized delay - QoS-aware deadline-penalized delay
26.5,ALERT_TOTAL,50,pdr_gain,0.98257798,1.0,0.01742202,0.00543358,0.03455436,0.05517732780900548,QoS-aware PDR - baseline PDR
26.5,ALERT_TOTAL,50,deadline_violation_reduction,0.28691822,0.0,0.28691822,0.17024876,0.41356718000000003,0.4445295528521705,baseline deadline-violation rate - QoS-aware deadline-violation rate
26.5,ALERT_TOTAL,50,deadline_penalized_delay_reduction_ms,439.8291218,2.9475510000000003,436.88157079999996,215.96188019999997,703.5120284,891.5881830215544,baseline deadline-penalized delay - QoS-aware deadline-penalized delay
26.5,DIAG_TOTAL,50,pdr_gain,0.84366668,0.8434999860000001,-0.00016669400000000222,-0.002800016000000001,0.0022666199999999913,0.008903887264363457,QoS-aware PDR - baseline PDR
26.5,DIAG_TOTAL,50,deadline_violation_reduction,0.23706664,0.2395,-0.00243336,-0.004866740000000003,-0.0004666799999999971,0.008089785503980198,baseline deadline-violation rate - QoS-aware deadline-violation rate
26.5,DIAG_TOTAL,50,deadline_penalized_delay_reduction_ms,161.547238,173.56002,-12.012782,-22.868560799999997,1.9748952000000017,45.07156596346856,baseline deadline-penalized delay - QoS-aware deadline-penalized delay
26.5,FAULT_TOTAL,50,pdr_gain,0.9458233199999999,1.0,0.05417668,0.021394120000000003,0.09696904,0.138929164901331,QoS-aware PDR - baseline PDR
26.5,FAULT_TOTAL,50,deadline_violation_reduction,0.3,6.68002e-06,0.29999331998,0.17998663995999997,0.43998663996,0.4629144697727766,baseline deadline-violation rate - QoS-aware deadline-violation rate
26.5,FAULT_TOTAL,50,deadline_penalized_delay_reduction_ms,365.39218800000003,3.0515186,362.34066939999997,204.17550619999997,532.1386232,593.4269472872663,baseline deadline-penalized delay - QoS-aware deadline-penalized delay
27.0,ALERT_TOTAL,50,pdr_gain,0.9795668000000001,1.0,0.020433200000000006,0.006908520000000002,0.03989742,0.061533020149297714,QoS-aware PDR - baseline PDR
27.0,ALERT_TOTAL,50,deadline_violation_reduction,0.6922234,0.0,0.6922234,0.6370823400000001,0.7518149799999999,0.20412752281435873,baseline deadline-violation rate - QoS-aware deadline-violation rate
27.0,ALERT_TOTAL,50,deadline_penalized_delay_reduction_ms,527.6299300000001,2.9393244,524.6906056,313.7732852,779.1750848,849.6259894760143,baseline deadline-penalized delay - QoS-aware deadline-penalized delay
27.0,DIAG_TOTAL,50,pdr_gain,0.8068667,0.8044666460000001,-0.002400053999999996,-0.006033453999999994,0.000833360000000003,0.012644518713046195,QoS-aware PDR - baseline PDR
27.0,DIAG_TOTAL,50,deadline_violation_reduction,0.322000018,0.55256662,-0.230566602,-0.270466622,-0.18626662800000002,0.1527115366586624,baseline deadline-violation rate - QoS-aware deadline-violation rate
27.0,DIAG_TOTAL,50,deadline_penalized_delay_reduction_ms,243.84326000000001,311.98842,-68.14515999999999,-81.18189999999998,-53.32065999999999,51.20092595278778,baseline deadline-penalized delay - QoS-aware deadline-penalized delay
27.0,FAULT_TOTAL,50,pdr_gain,0.9398004799999999,1.0,0.06019952,0.026507180000000005,0.10281826000000001,0.14002549846589385,QoS-aware PDR - baseline PDR
27.0,FAULT_TOTAL,50,deadline_violation_reduction,0.99073644,0.0,0.99073644,0.9890947000000001,0.9924804000000002,0.006207564201251001,baseline deadline-violation rate - QoS-aware deadline-violation rate
27.0,FAULT_TOTAL,50,deadline_penalized_delay_reduction_ms,529.36842,3.0526752,526.3157448000001,380.1800806,679.5216122,547.2822020398148,baseline deadline-penalized delay - QoS-aware deadline-penalized delay
27.5,ALERT_TOTAL,50,pdr_gain,0.9770711799999999,1.0,0.022928820000000003,0.009443920000000003,0.041964839999999996,0.060829744136414315,QoS-aware PDR - baseline PDR
27.5,ALERT_TOTAL,50,deadline_violation_reduction,0.7722724599999999,0.0,0.7722724599999999,0.7320663200000002,0.8133124800000001,0.15147017067466667,baseline deadline-violation rate - QoS-aware deadline-violation rate
27.5,ALERT_TOTAL,50,deadline_penalized_delay_reduction_ms,636.50056,2.941995,633.558565,422.9858738,870.4035652,831.3933608103554,baseline deadline-penalized delay - QoS-aware deadline-penalized delay
27.5,DIAG_TOTAL,50,pdr_gain,0.78919998,0.787700006,-0.0014999740000000024,-0.003966654000000005,0.0007333000000000012,0.00854661237203851,QoS-aware PDR - baseline PDR
27.5,DIAG_TOTAL,50,deadline_violation_reduction,0.61156674,0.64293334,-0.0313666,-0.03683324,-0.025333219999999997,0.020956935762926523,baseline deadline-violation rate - QoS-aware deadline-violation rate
27.5,DIAG_TOTAL,50,deadline_penalized_delay_reduction_ms,411.62742,486.2749,-74.64748,-89.93804,-58.05215999999999,57.9611201513003,baseline deadline-penalized delay - QoS-aware deadline-penalized delay
27.5,FAULT_TOTAL,50,pdr_gain,0.93228084,1.0,0.06771916,0.032451600000000004,0.11182457999999999,0.14423913292499185,QoS-aware PDR - baseline PDR
27.5,FAULT_TOTAL,50,deadline_violation_reduction,0.9966806800000001,1.340496e-05,0.99666727504,0.9960589999400001,0.9972823350600001,0.002225808646682395,baseline deadline-violation rate - QoS-aware deadline-violation rate
27.5,FAULT_TOTAL,50,deadline_penalized_delay_reduction_ms,726.96742,3.0514051999999996,723.9160148,611.9824542,839.6457669999999,428.057553334099,baseline deadline-penalized delay - QoS-aware deadline-penalized delay
28.0,ALERT_TOTAL,50,pdr_gain,0.9742202,1.0,0.025779800000000002,0.011645099999999997,0.04490406,0.0617870941626261,QoS-aware PDR - baseline PDR
28.0,ALERT_TOTAL,50,deadline_violation_reduction,1.0,0.0,1.0,1.0,1.0,0.0,baseline deadline-violation rate - QoS-aware deadline-violation rate
